subject,verb,object
You,got,"[to, get, in, the, perfect, position, with, the, perfect, light, ,, which, then, becomes, shadowed, by, the, angle, you, 're, at]"
which,shadowed,[angle]
You,twisting,[head]
she,have,[time]
I,decided,"[to, talk, to, women, about, their, vaginas]"
you,stop,[them]
Women,love,"[to, talk, about, their, vaginas]"
one,asked,[them]
Hurry,bring,[vagina]
you,say,[word]
you,want,"[to, say]"
you,use,[it]
you,stroke,[vagina]
you,kill,[act]
we,call,[them]
we,call,[them]
they,call,[it]
woman,told,[me]
mother,used,"[to, tell, her, ,, "", Do, n't, wear, panties, ,, dear, ,, underneath, your, pajamas]"
You,need,"[to, air, out, your, Pussycat]"
they,call,[it]
We,having,[conversation]
we,got,[conversation]
you,do,[which]
she,said,[things]
that,shocked,[me]
you,think,[what]
woman,said,[something]
woman,said,[something]
I,knew,[it]
woman,telling,[me]
I,had,"[to, talk, to, somebody, about, their, vagina]"
they,had,[story]
I,sucked,[trail]
you,told,[me]
I,going,"[to, grow, up]"
I,want,"[to, talk, a, little, bit, about, happiness]"
I,did,[Monologues]
I,started,"[practicing, Buddhism, 14, years, ago]"
I,mistook,[happiness]
I,come,"[to, understand, a, little, bit, more, about, happiness]"
I,want,"[to, talk, about]"
I,learned,[what]
it,opened,[door]
I,describe,[it]
I,realized,[which]
I,understand,[it]
wave,started,"[experience, potential]"
I,question,[wave]
I,try,"[to, stop, the, wave, or, look, back, at, the, wave]"
I,have,"[experience, potential]"
I,go,[wave]
I,trust,[wave]
I,move,[wave]
I,started,[piece]
I,talking,[piece]
that,led,[piece]
that,led,[piece]
I,wrote,[stories]
I,put,[them]
I,did,[show]
they,wanted,"[to, tell, me, their, stories]"
I,hear,[vaginas]
women,love,[vaginas]
women,lined,[what]
they,battered,[uncles]
they,beaten,[uncles]
they,raped,[uncles]
they,incested,[uncles]
I,wanted,"[to, stop, doing, the, "", Vagina, Monologues]"
who,takes,[pictures]
I,said,"[Let, 's, get, women, together]"
's,get,[women]
we,do,[What]
I,discovered,[that]
UN,said,[this]
we,got,[women]
we,said,[women]
we,use,"[play, energy]"
we,put,[event]
actors,came,"[event, performance, wave, energy]"
we,did,[performance]
that,catalyzed,"[wave, energy]"
thing,began,"[to, happen]"
woman,took,[energy]
she,said,"[energy, play, Let, 's, use, the, play, and, have, performances, once, a, year, ,, where, we, can, raise, money, to, stop, violence, against, women, in, local, communities, all, around, the, world]"
I,want,"[to, bring, this, wave, ,, this, energy, ,, to, college, campuses]"
she,took,[play]
she,said,"[Let, 's, use, the, play, and, have, performances, once, a, year, ,, where, we, can, raise, money, to, stop, violence, against, women, in, local, communities, all, around, the, world]"
's,use,[play]
's,have,[performances]
we,raise,[money]
I,learned,[What]
we,recognize,[it]
journey,taken,[me]
I,had,"[honor, privilege]"
I,saw,[women]
I,met,[women]
I,taken,"[vanilla, ice, cream]"
women,seated,"[vanilla, ice, cream]"
curtain,pulled,"[vanilla, ice, cream]"
they,served,"[vanilla, ice, cream]"
women,lifted,[burqas]
women,ate,"[ice, cream]"
I,think,[way]
I,understood,[pleasure]
women,found,[way]
It,taken,[me]
I,witnessed,[women]
I,met,[women]
It,taken,[me]
It,taken,[me]
I,seen,[violence]
I,met,[species]
I,love,"[hearing, about, all, these, species, at, the, bottom, of, the, sea]"
who,transforming,[planet]
what,gets,[ratings]
I,seen,[something]
I,come,[what]
who,witnessed,[violence]
who,suffered,[it]
they,hold,[violence]
they,grieve,[it]
they,experience,[it]
they,go,"[it, lives]"
they,devote,[lives]
I,met,[women]
I,want,"[to, tell, a, few, stories]"
we,transmit,[information]
us,attaching,[bodies]
separation,created,[divide]
that,separating,[purpose]
connection,brings,[things]
I,want,"[to, talk, about, three, particular, people, that, I, 've, met]"
I,met,[that]
who,transformed,[understanding]
husband,beating,[her]
she,get,[money]
she,had,[money]
she,become,[sister]
she,bring,[sister]
she,brought,[Marsha]
we,did,"[V, Day]"
we,sold,[dome]
she,came,[this]
she,witnessed,[this]
she,decided,[this]
she,go,"[husband, V, Day]"
she,leave,[husband]
she,bring,"[V, Day]"
I,went,"[National, Theater]"
she,sold,"[National, Theater]"
I,beaten,[husband]
He,murdered,[me]
I,met,[who]
she,planning,"[to, retire]"
She,went,"[to, discover, what, was, happening, to, the, murdered, and, disappeared, women, of, Juarez]"
she,began,"[to, discover, what, was, happening, to, the, murdered, and, disappeared, women, of, Juarez]"
She,gave,[life]
She,started,"[to, write, the, stories, which, documented, the, disappeared, women]"
which,documented,[women]
She,began,"[to, document, it]"
She,opened,[center]
she,brought,[this]
I,met,[her]
she,circumcised,[decision]
she,made,[decision]
she,created,[thing]
she,walked,"[vagina, replacement, parts]"
she,had,"[vagina, replacement, parts]"
she,teach,"[girls, parents, boys]"
vagina,looks,"[vagina, replacement, parts]"
she,walked,"[to, find, them, them]"
she,have,"[to, find, them]"
they,move,"[to, find, them, them]"
she,find,[them]
she,saved,[girls]
she,created,[ritual]
we,met,[her]
we,bought,[jeep]
she,had,[jeep]
she,saved,[girls]
we,do,[What]
you,gave,[money]
I,open,[house]
girls,run,[house]
they,saved,[house]
I,want,"[to, tell, this, little, story, about, my, own, beginnings]"
it,had,"[trappings, looks]"
everyone,supposed,"[to, be, happy, in, that, community]"
who,beat,[me]
who,molested,[me]
I,had,[fantasy]
somebody,come,[me]
somebody,rescue,[me]
I,made,[character]
I,call,[him]
I,pack,[bag]
Alligator,come,[sanity]
idea,saved,[sanity]
me,keep,[going]
they,preparing,[ritual]
I,want,"[to, tell, you, a, great, story]"
Agnes,started,"[fighting, to, stop, female, genital, mutilation, in, her, community]"
she,kept,[going]
she,kept,"[committing, herself, to, transforming, consciousness]"
we,arrived,[us]
they,were,[us]
they,greeted,[us]
They,made,[songs]
they,singing,[that]
they,walked,[us]
dust,flying,"[Day, Safe, House]"
girls,dancing,"[Day, Safe, House]"
it,was,"[Day, Safe, House]"
it,said,"[Day, Safe, House]"
it,hit,[me]
it,taken,[years]
Alligator,shown,[me]
it,took,[time]
we,want,"[what, most]"
we,heal,[part]
journey,taught,[thing]
you,want,"[what, most]"
I,like,"[to, talk, today, about, the, two, biggest, social, trends, in, the, coming, century, ,]"
I,want,"[to, start, with, my, work, on, romantic, love]"
did,put,[people]
I,want,"[to, tell, you, about, that, first, ,, and, then, go, on, into, where, I, think, love, is, going]"
tis,love,[What]
I,think,[ancestors]
they,sat,[stars]
they,lay,[stars]
they,watched,[stars]
person,begins,[meaning]
I,call,[what]
world,had,[center]
Shaw,said,[it]
we,do,[what]
You,list,[that]
you,like,[what]
you,sweep,[that]
I,decided,"[to, give, you, one, very, short, poem, from, eighth, -, century, China]"
I,read,[poetry]
I,want,"[to, give, you, one, very, short, poem, from, eighth, -, century, China]"
I,bear,"[to, put, away, the, bamboo, sleeping, mat]"
I,brought,[you]
you,roll,[it]
person,take,[meaning]
you,focus,[attention]
You,aggrandize,[them]
you,have,[energy]
You,feel,[elation]
I,liked,[Anything]
characteristics,craving,[craving]
them,call,[you]
they,love,[you]
motor,begins,"[to, crank]"
you,want,[person]
I,put,[people]
I,ask,[kinds]
you,think,[percentage]
I,stop,"[thinking, about, him, or, her]"
I,have,"[to, work, myself, up, to, this, question]"
I,asked,[them]
we,scanned,[brains]
we,found,[activity]
you,feel,[rush]
I,began,"[to, realize, that, romantic, love, is, not, an, emotion]"
you,want,"[to, win, that, promotion, at, work]"
you,ask,[somebody]
they,say,[somebody]
you,kill,[yourself]
They,have,"[songs, poems, novels, sculptures, paintings, myths, legends]"
people,left,[evidence]
Auden,called,[it]
It,keeps,"[bothering, you, a, little, bit, ,, like, being, hungry]"
You,feel,[it]
I,want,"[to, go, into, discussing, the, two, most, profound, social, trends]"
that,going,"[to, have, an, impact, on, these, three, different, brain, systems, :, lust, ,, romantic, love, and, deep, attachment, to, a, partner]"
women,moving,[gap]
they,moving,[gap]
they,closing,[gap]
Women,lost,[jobs]
they,moving,[jobs]
they,acquiring,[status]
We,seeing,[one]
it,going,"[to, have, an, impact]"
I,give,[lecture]
I,say,[couple]
anybody,had,"[boy, girl, child]"
they,want,"[to, think, that, men, and, women, are, alike]"
we,have,[that]
We,need,"[each, other, to, get, ahead]"
we,evolve,"[to, have, the, same, brain]"
we,finding,"[gender, differences]"
I,use,[couple]
They,doing,[it]
They,held,[baby]
We,sit,[minds]
it,shapes,[minds]
who,calls,[me]
we,going,"[what, to, say]"
women,have,[that]
They,got,"[people, skills]"
We,know,"[brain, circuitry]"
They,tend,"[to, be, web, thinkers]"
they,tend,"[to, collect, more, pieces, of, data, when, they, think, ,, put, them, into, more, complex, patterns, ,, see, more, options, and, outcomes]"
They,tend,"[to, be, contextual, ,, holistic, thinkers, ,, what, I, call, web, thinkers]"
I,call,[what]
Men,tend,[to]
Men,tend,"[to, get, rid, of, what, they, regard, as, extraneous]"
they,regard,[what]
We,need,"[both, of, them, to, get, ahead]"
I,think,[what]
market,having,[impact]
women,starting,"[to, express, their, sexuality]"
women,start,"[partners, remorse, children, marriages]"
women,have,[partners]
women,express,[remorse]
they,do,[that]
women,marry,"[partners, remorse, children, marriages]"
women,have,[children]
women,leave,[marriages]
We,seeing,[rise]
we,saw,[that]
we,see,[that]
century,going,"[to, be, the, century, of, what, they, call, the, "", symmetrical, marriage, ,, "", or, the, "", pure, marriage, ,, "", or, the, "", companionate, marriage]"
they,call,[what]
We,seeing,[rise]
percent,marry,[somebody]
who,had,[quality]
People,want,"[to, be, in, love, with, the, person, that, they, marry]"
they,marry,[that]
percent,have,[nothing]
it,beginning,"[to, decline]"
It,decline,[more]
we,have,[opportunity]
you,get,[spike]
you,having,"[who, sex]"
you,get,[rush]
you,feel,[sense]
you,made,[love]
You,feel,[attachment]
you,feel,[love]
you,feel,"[sex, drive]"
you,trying,"[to, decide, what, to, do]"
we,make,[happiness]
we,make,[relationships]
I,want,"[to, conclude, with, two, things]"
I,want,"[to, conclude, with, a, worry, ,]"
I,know,[girl]
I,got,[nothing]
who,take,"[them, term]"
They,want,"[to, commit, suicide, or, kill, somebody, else]"
I,recommend,[it]
people,taking,[term]
you,suppress,"[dopamine, circuit]"
Everybody,knows,[that]
they,suppress,"[dopamine, circuit]"
they,kill,"[sex, drive]"
you,kill,"[sex, drive]"
you,kill,[orgasm]
you,kill,[orgasm]
you,kill,[flood]
you,going,"[to, tamper, with, another]"
I,want,"[to, end, with, a, story]"
I,studying,"[love, sex, attachment]"
service,came,[me]
service,asked,[me]
I,design,"[dating, site]"
I,know,[anything]
you,got,[person]
you,fall,[that]
mystery,elevates,[dopamine]
I,call,[what]
you,build,[that]
I,contributing,[what]
I,want,"[to, tell, you, a, story, ,, to, illustrate]"
I,wanted,"[to, show, you, a, little, bit, about, the, culture, of, it, ,, too, ,, the, magic, of, it]"
that,told,[somebody]
who,heard,[it]
we,put,[people]
you,go,[something]
you,do,[something]
you,drive,[dopamine]
you,trigger,"[brain, system]"
he,put,[science]
he,invited,[girl]
this,drive,[dopamine]
they,go,"[him, time]"
she,squealing,"[him, time]"
they,squeezing,[him]
they,laughing,"[him, time]"
they,having,[time]
they,get,[hands]
she,throws,[hands]
she,says,[hands]
we,evolved,[drives]
They,going,"[to, survive, as, long, as, our, species, survives, on, what, Shakespeare, called, "", this, mortal, coil]"
Shakespeare,called,[what]
I,want,"[to, talk, to, you, about, the, future]"
I,going,"[to, tell, you, a, bit, about, the, past]"
we,know,[story]
train,took,[track]
grandmother,survived,[grandfather]
grandmother,married,[grandfather]
revolution,raging,"[to, escape, Hungary]"
they,decided,"[to, escape, Hungary]"
I,met,[grandmother]
I,carry,[name]
I,like,"[to, think, I, carry, on, her, scientific, passion, ,, too]"
I,carry,[passion]
I,found,[passion]
dad,tried,[me]
I,tried,"[Nancy, Drew]"
I,tried,[that]
I,like,"[reading, books]"
mother,bought,[book]
something,drew,[me]
I,was,"[to, read, it]"
I,wanted,"[to, read, it]"
I,picked,[book]
we,drove,"[book, book]"
I,read,[book]
I,reading,[book]
I,knew,"[book, book]"
I,wanted,"[to, have, a, life, in, medicine]"
I,wanted,"[to, be, like, the, explorers, I, 'd, read, about, in, the, book, ,, who, went, into, the, jungles, of, Africa, ,]"
I,went,"[to, be, like, the, explorers, I, 'd, read, about, in, the, book, ,, who, went, into, the, jungles, of, Africa, ,, to, figure, out, what, this, deadly, virus, was]"
I,tried,"[to, figure, out, what, this, deadly, virus, was]"
I,read,[book]
I,get,[hands]
I,loved,[it]
I,entered,[school]
I,thought,[that]
I,emailed,[professors]
I,go,[work]
I,got,"[to, go, talk, to, one, professor, ,, Dr., Jacobs, ,, who, accepted, me, into, the, lab]"
who,accepted,[me]
I,started,[that]
I,worked,"[that, results]"
I,found,[results]
you,expect,[that]
you,feed,[fruit]
it,impaired,[system]
cord,had,[breaks]
I,wanted,"[to, look, not, at, impairment]"
what,led,[me]
I,started,"[reading, about, Alzheimer, 's]"
I,tried,"[to, familiarize, myself, with, the, research]"
I,reading,"[reading, about, Alzheimer, 's, to, familiarize, myself, with, the, research, article]"
I,read,[article]
they,seemed,"[to, have, cell, growth, -, promoting, properties]"
you,have,"[cell, death]"
which,causing,"[memory, deficit]"
you,have,[compound]
that,promoting,"[cell, growth]"
it,promote,"[cell, growth]"
it,inhibit,"[cell, death]"
I,pursued,[that]
derivative,inhibited,"[cell, growth]"
I,presented,[results]
which,allowed,[foot]
which,get,[foot]
I,wanted,"[to, explore, it, all]"
I,wanted,[it]
I,get,[that]
I,want,"[what, to, talk, to, you, about, today]"
I,know,"[how, to, put, the, two, together]"
I,doing,[this]
I,reading,"[cancer, literature]"
This,fascinated,[me]
you,damage,"[lung, tissue]"
cancer,arises,"[lung, tissue]"
you,damage,[liver]
cancer,occurs,[liver]
you,have,"[bone, fracture]"
that,have,[ability]
body,sensing,[cancer]
you,have,[damage]
it,initiating,[cancer]
we,need,"[to, repair, the, lung]"
you,have,[proliferation]
that,have,[potential]
body,originated,[response]
body,control,[it]
this,fascinated,[me]
we,eliminate,[cancer]
we,trying,"[to, do, now]"
we,bombarding,"[body, cancer]"
we,trying,"[to, kill, it]"
We,removing,"[cancer, cells]"
we,revealing,[damage]
body,tried,"[that, to, fix]"
cells,differentiate,"[to, become, bone, tissue, ,, lung, tissue, ,, liver, tissue, ,, whatever, that, cancer, has, been, put, there, to, do]"
this,changed,[view]
I,reading,[articles]
it,struck,[me]
muscle,constitutes,"[percent, percent]"
muscle,get,[cancer]
I,know,[that]
I,looked,[articles]
I,found,[articles]
we,remove,[it]
it,contained,[it]
it,starts,"[moving, throughout, the, body]"
fact,seemed,"[to, be, something, here]"
cancer,seem,"[to, originate, in, skeletal, muscles]"
cancer,seem,"[to, go, to, skeletal, muscle]"
articles,saying,[metastasis]
one,seemed,"[to, be, asking, why]"
I,decided,"[to, ask, why]"
I,emailed,[professors]
you,have,"[muscle, cells]"
tissue,gets,[cancer]
I,decided,"[to, ask, why]"
I,starting,"[to, investigate, this, May, at, the, Sylvester, Cancer, Institute, in, Miami]"
I,keep,[investigating]
I,get,[answers]
you,get,[answers]
you,going,"[to, have, more, questions]"
I,doing,[this]
tumors,require,[process]
tumor,recruits,"[blood, vessels]"
it,reported,[percent]
We,use,[muscles]
We,moving,[muscles]
it,needs,"[blood, supply]"
It,needs,"[to, be, constantly, contracting]"
It,grabbing,"[blood, vessels]"
it,get,"[blood, supply]"
tumor,expresses,[receptors]
organ,have,[chemokines]
tumor,see,[chemokines]
muscle,express,[type]
what,causes,[chemokines]
you,come,"[go, signs]"
them,express,[chemokines]
we,take,"[property, compound, receptor]"
that,controlling,[properties]
that,apply,[it]
muscle,has,[factor]
compound,tested,"[to, actually, convert, this, variety, of, cell, types, into, skeletal, muscle, cells]"
compound,shown,"[to, actually, convert, this, variety, of, cell, types, into, skeletal, muscle, cells]"
it,repaired,[muscle]
we,tore,[muscle]
we,stretched,[muscle]
everybody,have,[cancer]
I,hate,"[to, say, that]"
body,wants,"[which, to, finish]"
we,counteract,[something]
body,saying,"[to, do]"
we,want,[that]
body,initiating,[process]
we,calling,[it]
Alzheimer,use,"[what, cancer]"
brain,die,"[to, restore, new, brain, cells, ,, new, functional, brain, cells, —]"
we,need,"[to, restore, new, brain, cells, ,, new, functional, brain, cells, —]"
tumor,put,[it]
we,have,"[to, manipulate, them, in, the, right, way]"
I,figured,[you]
I,thank,[you]
grandfather,told,[me]
you,say,[word]
I,wear,[shoes]
I,absorb,[America]
I,inspired,"[Walt, Whitman]"
who,wanted,"[to, absorb, America]"
it,absorb,[him]
characters,going,"[to, be, from, that, work, that, I, 've, been, doing, for, many, years, now, ,]"
I,doing,[that]
I,know,[people]
you,say,[Hiroshima]
we,have,[technology]
I,say,[touch]
they,leave,[gate]
that,take,[you]
we,had,[robots]
robots,imitated,[humans]
we,have,[humans]
we,got,[voice]
